id,name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
29327591,"Beautiful Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",Manhattan,Chelsea,40.73769,-73.99734,Entire home/apt,374,30,0,0.0,263
30800868,W 70s BR in Classic UWS Building,Manhattan,Upper West Side,40.77824,-73.98255,Private room,129,1,30,4.69,49
5055033,"Railroad Apt in Greenpoint, BKLYN",Brooklyn,Greenpoint,40.72474,-73.94733,Entire home/apt,90,1,0,0.0,0
34275461,BedStuy Penthouse Duplex 1BR,Brooklyn,Bedford-Stuyvesant,40.68417,-73.95343,Entire home/apt,132,30,1,0.94,191
19860469,Ideal Private Room in the Heart of Williamsburg,Brooklyn,Williamsburg,40.7139,-73.9486,Private room,80,5,1,0.04,0
35805474,Industrial artsy loft in Williamsburg,Brooklyn,Williamsburg,40.71394,-73.96301,Entire home/apt,199,5,0,0.0,213
3641819,Sunlight filled top floor refuge with roof deck,Brooklyn,Prospect Heights,40.6786,-73.96694,Entire home/apt,175,2,25,0.43,2
34978307,Park Slope Sweet Home 1 Bedroom August Rental,Brooklyn,Gowanus,40.66714,-73.99279,Private room,80,14,0,0.0,192
33275250,First Class Suite in Midtown Manhattan | Manhattan Skyline View,Manhattan,Hell's Kitchen,40.76027,-73.99682,Private room,209,1,0,0.0,333
9944808,Modern Brooklyn Duplex,Brooklyn,Bedford-Stuyvesant,40.68818,-73.93826,Private room,40,1,4,0.12,365
15301748,Comfy Private Room w/ Big TV,Bronx,Bronxdale,40.85585,-73.86486,Private room,40,5,65,1.94,328
19744691,Townhouse with  private bathroom and lush backyard,Brooklyn,Crown Heights,40.67226,-73.92477,Private room,40,2,10,0.41,22
18222186,Cozy Quite Room in NYC Manhattan Upwest,Manhattan,Harlem,40.83053,-73.95048,Private room,94,3,2,0.08,0
13549391,Cozy Brooklyn Guesthouse Retreat by Localhaus,Brooklyn,Sunset Park,40.66525,-73.99524,Entire home/apt,170,2,88,2.67,65
21740858,Couch in Common Room Bushwick!,Brooklyn,Bushwick,40.68772,-73.91386,Shared room,20,1,0,0.0,0
521018,1BR Loft in Brooklyn,Brooklyn,Clinton Hill,40.69432,-73.96481,Entire home/apt,160,14,3,0.04,0
12684394,LUXURIOUS APT in MANHATTAN w TERRACE and GYM,Manhattan,Harlem,40.82469,-73.94029,Private room,115,1,2,0.05,0
3874870,Charming 1-Bedroom in East Village,Manhattan,East Village,40.72915,-73.98501,Entire home/apt,200,6,19,0.32,0
14485372,Family Friendly 2 Bedrooms 1 Bath w. washer/dryer,Manhattan,East Harlem,40.78672,-73.94869,Entire home/apt,289,2,74,2.09,243
34181176,"Flat at EMPIRE STATE BUILDING! 
doorman & rooftop",Manhattan,Midtown,40.74798,-73.987,Entire home/apt,299,2,0,0.0,0
10257476,Private Room in Artsy Home - Heart of Manhattan,Manhattan,Hell's Kitchen,40.76464,-73.99403,Private room,125,1,45,1.13,322
31534487,New York Big Room,Queens,Bayside,40.75409,-73.76935,Private room,47,1,19,3.63,350
4263488,Columbus Circle 2br,Manhattan,Hell's Kitchen,40.76842,-73.98589,Entire home/apt,150,1,0,0.0,0
12001650,"Stunning, Waterfront Views! Williamsburg Brooklyn",Brooklyn,Williamsburg,40.71214,-73.96866,Entire home/apt,170,3,21,0.53,0
18193397,Washington Heights Cozy,Manhattan,Washington Heights,40.85354,-73.93095,Private room,50,2,26,0.96,24
34934854,(A) Private Twin Single Room LGA JFK Manhattan 15m,Queens,Rego Park,40.72577,-73.86509,Private room,55,1,0,0.0,106
9996793,BEDROOM3 FOR RENT  10min from Manh,Brooklyn,Bedford-Stuyvesant,40.67955,-73.94839,Private room,70,30,1,0.08,249
24140556,Elegant shabby chic upper east side studio,Manhattan,Upper East Side,40.77023,-73.95212,Entire home/apt,100,2,6,0.39,0
30710264,Pleasant Upper West Side Studio,Manhattan,Upper West Side,40.77888,-73.97967,Entire home/apt,100,3,7,1.04,52
548184,Cozy Room in GREENPOINT Apt. YeY,Brooklyn,Greenpoint,40.72515,-73.95153,Private room,199,1,0,0.0,365
23860039,Sunny room in Williamsburg,Brooklyn,Williamsburg,40.71113,-73.95675,Private room,66,10,1,0.08,0
34150631,conveniently located to highway !,Brooklyn,Canarsie,40.63117,-73.88688,Entire home/apt,125,1,0,0.0,360
23978509,"2 Bedroom. Cozy, inexpensive",Brooklyn,South Slope,40.66429,-73.9906,Entire home/apt,120,5,2,0.13,0
27057790,EXC Location & Huge duplex Renovated Apt,Queens,Woodside,40.74353,-73.90443,Private room,35,29,0,0.0,30
28483408,DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST,Manhattan,Midtown,40.7551,-73.96507,Entire home/apt,385,30,0,0.0,364
23053294,"Quaint, artistic 2 bedroom Brooklyn apartment",Brooklyn,Downtown Brooklyn,40.69727,-73.98552,Entire home/apt,97,31,8,0.59,138
3847733,"Sunny Apt in Bed Stuy, A/C/E Trains",Brooklyn,Bedford-Stuyvesant,40.68082,-73.93599,Private room,90,3,39,0.67,0
32783365,Peaceful Sanctuary in the heart of the action,Manhattan,East Village,40.72412,-73.98283,Entire home/apt,158,1,16,5.05,70
11412104,Furnished Room in Williamsburg,Brooklyn,Williamsburg,40.70723,-73.94939,Private room,45,1,1,0.03,0
18675061,Private Room in beautiful UWS - Great Location!,Manhattan,Upper West Side,40.79978,-73.96797,Private room,70,7,5,0.19,0
27967580,"Lovely Room in Sunnsyide, 15 min ride to Manhattan",Queens,Sunnyside,40.73759,-73.92127,Private room,39,30,3,0.31,251
9364750,Feel at home.,Manhattan,Washington Heights,40.84864,-73.94046,Private room,75,1,0,0.0,1
26989662,Ridgewood Penthouse,Queens,Ridgewood,40.69997,-73.90721,Entire home/apt,275,2,0,0.0,0
26557068,Midtown NYC: High End Resort Sleeps 2,Manhattan,Midtown,40.7521,-73.97334,Private room,300,2,2,0.25,0
33627366,Cozy Bedroom in Bed-Stuy apartment,Brooklyn,Bedford-Stuyvesant,40.68375,-73.91503,Private room,150,1,0,0.0,177
9079871,NYCHaven1: Entire House for less than a hotel room,Brooklyn,East Flatbush,40.65422,-73.93784,Entire home/apt,165,1,232,5.18,231
32640289,2 bedroom 3 beds! Doorman Elevator 5229,Manhattan,Hell's Kitchen,40.76651,-73.98752,Entire home/apt,202,30,1,0.77,327
29124414,Large 2 Bedroom Gem,Brooklyn,Crown Heights,40.66506,-73.95177,Entire home/apt,185,2,6,0.79,2
20760640,"20 Min to Manhattan, in the Heart of Ridgewood",Queens,Ridgewood,40.70141,-73.90291,Entire home/apt,170,18,14,0.64,141
32872437,Room in Astoria,Queens,Astoria,40.75492,-73.91548,Private room,100,4,0,0.0,114
30388057,Dreamy 1BR in Hip East Village w/ Doorman + Gym by Blueground,Manhattan,East Village,40.723,-73.98415,Entire home/apt,312,30,1,0.23,359
7916684,Room in Stylish Hells Kitchen Apt.,Manhattan,Hell's Kitchen,40.76328,-73.99347,Private room,160,3,3,0.06,0
35548551,"Bright, Clean and Spacious 2 bdrm top floor!",Brooklyn,Flatbush,40.64225,-73.96425,Entire home/apt,89,2,1,1.0,4
2870603,One Bedroom Apartment,Queens,Jackson Heights,40.75625,-73.87542,Entire home/apt,69,6,78,1.25,30
21307055,Beautiful Room in Prospect Heights,Brooklyn,Crown Heights,40.67587,-73.96194,Private room,60,10,2,0.1,0
7101822,Bright & airy 2BR penthouse apt,Brooklyn,South Slope,40.66657,-73.98725,Entire home/apt,190,7,2,0.04,0
1305265,Perfect House for the Whole Family,Brooklyn,Kensington,40.64342,-73.97851,Entire home/apt,299,3,4,0.06,321
24039582,BedSTUY SupperCLUB,Brooklyn,Bedford-Stuyvesant,40.68491,-73.93399,Private room,45,6,30,2.06,21
9756996,Perfect West Village Apartment,Manhattan,West Village,40.73577,-74.00582,Entire home/apt,240,1,0,0.0,0
13733926,Complete apartment/room at  100th,Manhattan,East Harlem,40.78918,-73.94995,Entire home/apt,150,3,18,0.49,0
16179502,Charming room well located !!!!,Manhattan,East Harlem,40.79275,-73.94191,Private room,60,5,1,0.03,0
13935360,Bright & Sunny 2-Bedroom in Hamilton Heights,Manhattan,Harlem,40.83136,-73.94843,Entire home/apt,100,4,4,0.11,0
15259634,Amazing & Clean NYC Private Room by #1 Train,Bronx,North Riverdale,40.90175,-73.89761,Private room,77,2,9,0.29,0
33113990,Adorable walk-up on the high line—with views!,Manhattan,Chelsea,40.75024,-74.00213,Entire home/apt,175,4,3,1.11,15
32518068,Super cute 1 bedroom apartment close to TimeSquare,Manhattan,Hell's Kitchen,40.7548,-73.9948,Entire home/apt,175,1,27,6.59,133
29852402,Flex Room With Private Patio in Bushwick,Brooklyn,Bushwick,40.69061,-73.90815,Shared room,42,2,5,0.67,0
13674338,Sunny 2 Bedroom Best Location,Manhattan,Upper East Side,40.77467,-73.95533,Entire home/apt,133,30,11,0.34,126
1956467,"Big, beautiful, central 1BD in Brooklyn",Brooklyn,Prospect Heights,40.67475,-73.96385,Entire home/apt,100,6,5,0.07,0
18889038,Quiet Bedroom in prime Park Slope!,Brooklyn,Park Slope,40.67386,-73.98439,Private room,40,7,2,0.08,0
11923881,"Magical Artist Brownstone, Beautiful  Colors Room",Brooklyn,Fort Greene,40.68762,-73.97516,Private room,150,4,2,0.18,193
5915351,Amazing apartment!,Brooklyn,Bedford-Stuyvesant,40.67953,-73.95136,Private room,150,7,12,0.25,0
21620789,Bedroom (double bed) in a 5BR Apartment,Brooklyn,Williamsburg,40.71387,-73.94378,Private room,75,3,1,0.05,0
27612876,Spotless room w/attached bath. Center of Flushing,Queens,Flushing,40.7594,-73.81971,Private room,80,1,21,1.9,362
35758732,"The Gallery Bed & Breakfast in Bed-Stuy, Brooklyn",Brooklyn,Bedford-Stuyvesant,40.68794,-73.93626,Private room,175,2,3,3.0,358
4402117,GORGEOUS 2 Bedroom in Queens NYC,Queens,Kew Gardens Hills,40.72891,-73.82588,Entire home/apt,149,3,82,1.55,327
9679337,Huge private room in the heart of Williamsburg,Brooklyn,Williamsburg,40.71436,-73.95421,Private room,46,3,11,0.26,0
35900132,Prospect ave moments from Yankee Stadium,Bronx,Longwood,40.82519,-73.90101,Entire home/apt,150,1,0,0.0,88
2793740,East Village loft; authentic NY.,Manhattan,East Village,40.72266,-73.98337,Private room,250,3,0,0.0,365
25407116,HEAVENLY  PLACE,Bronx,Longwood,40.8156,-73.90075,Entire home/apt,60,1,9,0.76,257
33336699,Stunning Sunny Studio,Manhattan,East Harlem,40.79755,-73.94413,Entire home/apt,250,1,1,0.43,0
10322621,Luxury High-Rise Manhattan Apt,Manhattan,Chelsea,40.75168,-73.99376,Private room,81,1,0,0.0,0
22270195,LIC Private 1 Bdrm 10 mins away Manhattan NYC,Queens,Long Island City,40.75447,-73.92887,Private room,150,2,17,0.92,72
26867963,Midtown Apartment- very convenient location!,Manhattan,Hell's Kitchen,40.75566,-73.99917,Entire home/apt,200,2,3,0.26,0
26978574,Private room with amazing Manhattan view rooftop,Brooklyn,Gowanus,40.68293,-73.98979,Private room,95,30,1,0.09,311
3147439,Charming West Village Studio With Cat,Manhattan,West Village,40.72976,-74.00445,Entire home/apt,115,3,2,0.03,0
25976738,Beautiful 1 bedroom - 2 Blocks from Central Park,Manhattan,Upper West Side,40.77999,-73.97997,Entire home/apt,169,2,10,0.78,0
31804149,Williamsburg - 1st stop out of Lower Manhattan!,Brooklyn,Williamsburg,40.71033,-73.95868,Private room,59,1,1,0.21,0
23559016,Lovely room in heart of Williamsburg,Brooklyn,Williamsburg,40.71081,-73.94965,Private room,75,2,2,0.13,7
21313640,Spacious Apartment in Historic Brooklyn Brownstone,Brooklyn,Bedford-Stuyvesant,40.68527,-73.95014,Entire home/apt,130,4,42,2.01,91
36350460,Cozy Spacious Queens Private Room #1,Bronx,Castle Hill,40.8154,-73.84657,Private room,38,3,0,0.0,177
34535182,J & G Comfort Cove:  Serenity Queen Room,Brooklyn,Canarsie,40.6307,-73.89567,Private room,120,1,3,1.76,365
30506672,Peaceful Haven in NYC!,Manhattan,Upper East Side,40.77604,-73.94524,Entire home/apt,125,3,1,0.16,0
12735986,Spacious Studio 15 min to Manhattan,Queens,Astoria,40.75953,-73.91182,Entire home/apt,135,5,18,0.47,363
12883073,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,Manhattan,East Village,40.72472,-73.98665,Entire home/apt,128,1,28,0.79,178
29401472,Large room next to Yankees 20 min from Manhattan,Bronx,Concourse,40.83007,-73.92251,Private room,45,3,19,2.27,67
1658703,Close to trains! Special long-term rates!!,Brooklyn,East Flatbush,40.6526,-73.94999,Entire home/apt,104,59,48,0.69,122
29625454,30 minutes to Times Square! 10 to Williamsburg!,Brooklyn,Bedford-Stuyvesant,40.68636,-73.91711,Private room,75,4,17,4.02,9
30296364,Newly renovated place for students and young pro’s,Brooklyn,Midwood,40.62375,-73.96286,Shared room,50,1,0,0.0,85
15250435,"Huge Private Bedroom, Patio, + 20min to Midtown",Manhattan,Harlem,40.83014,-73.94656,Private room,59,3,49,1.51,203
19408620,Luxury Secured Building / Chic NYC Studio,Manhattan,Midtown,40.76064,-73.97066,Entire home/apt,375,4,2,0.08,178
13951959,Newly Renovated Clinton Hill Duplex,Brooklyn,Clinton Hill,40.68265,-73.96631,Entire home/apt,325,5,80,2.21,92
18729447,Cosy bedroom in prime Williamsburg,Brooklyn,Williamsburg,40.71365,-73.94822,Private room,80,4,9,0.36,36
6450457,Wonderful Kips Bay 1 BR + Elevator!,Manhattan,Kips Bay,40.74077,-73.98085,Entire home/apt,200,2,0,0.0,0
34194218,Cozy studio located in midtown west,Manhattan,Hell's Kitchen,40.75526,-73.9945,Entire home/apt,195,1,9,6.14,267
5580648,SunnyPrivateRoom TrendyNeighborhood,Brooklyn,Bushwick,40.70124,-73.92218,Private room,45,2,13,0.25,0
31283569,Cozy sunny room in Washington Heights,Manhattan,Washington Heights,40.85547,-73.92912,Private room,33,3,1,0.17,0
36025938,Cute & Clean Chinatown 1 bedroom!,Manhattan,Chinatown,40.71554,-73.9982,Entire home/apt,146,4,0,0.0,36
1865336,Private bedroom in awesome loft apt,Brooklyn,Williamsburg,40.71338,-73.96833,Private room,88,1,220,3.53,100
4187387,Beautiful Studio in posh Upper East,Manhattan,Upper East Side,40.7661,-73.9573,Entire home/apt,139,2,160,2.76,248
32613752,Sunny and Compfy Loft Bedroom,Brooklyn,Williamsburg,40.71107,-73.96449,Private room,55,30,0,0.0,87
15066701,"Huge, modern 3-bed 2-bath, 20mins from Manhattan",Brooklyn,Bedford-Stuyvesant,40.68881,-73.9497,Entire home/apt,195,2,128,3.77,93
36447683,2B2B/3 beds entire place in luxury building,Queens,Long Island City,40.74754,-73.94194,Entire home/apt,180,3,0,0.0,13
31174610,Brilliant BR w/ Private Bath near LGA & Manhattan,Queens,Woodside,40.74451,-73.90782,Private room,60,30,1,0.27,209
10049766,1 Bedroom in a 3 bedrooms loft,Brooklyn,Williamsburg,40.71741,-73.95978,Private room,65,1,0,0.0,0
33472719,Quiet & Cozy Central Park Charmer,Manhattan,Upper West Side,40.78232,-73.97575,Entire home/apt,140,30,1,0.42,74
15701663,Home sweet home in Harlem,Manhattan,Harlem,40.81407,-73.95092,Entire home/apt,100,3,2,0.06,0
24757844,Sunlit Room with Kitchen near Manhattan and LGA,Queens,Woodside,40.74699,-73.90844,Private room,46,1,2,0.15,0
36163803,A luxury one-bedroom apartment,Queens,Long Island City,40.74693,-73.94175,Entire home/apt,150,5,0,0.0,15
10838084,UPTOWN FABULOUS,Manhattan,Washington Heights,40.85612,-73.93024,Private room,45,1,50,1.32,90
28964166,$ummer $ALE Williamsburg TownHouse -BEST Location!,Brooklyn,Williamsburg,40.71741,-73.95656,Entire home/apt,275,2,45,5.04,249
495348,Classic Brooklyn Brownstone,Brooklyn,Fort Greene,40.69011,-73.97691,Entire home/apt,160,4,2,0.03,34
8144798,Lovely East Village Apartment,Manhattan,East Village,40.72777,-73.98545,Entire home/apt,195,1,0,0.0,0
33980568,COZY PRIVATE ROOM. 5min walk to the L train!,Brooklyn,Williamsburg,40.70631,-73.94467,Private room,72,30,0,0.0,333
28608462,Bedroom 7 Bed D,Brooklyn,Bedford-Stuyvesant,40.69245,-73.95657,Shared room,39,1,13,1.36,365
34053030,"Dog Friendly, 1-Bedroom apt, close to subway",Brooklyn,Bedford-Stuyvesant,40.68501,-73.91884,Entire home/apt,75,2,0,0.0,7
34142194,QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,Manhattan,Midtown,40.74607,-73.98372,Private room,95,2,10,4.55,0
21312749,"Private, Sunny, Conveniently Located Room",Queens,Ditmars Steinway,40.77803,-73.91084,Private room,50,1,77,3.66,145
36072357,Charming suite on Historic block,Brooklyn,Bedford-Stuyvesant,40.68323,-73.94694,Private room,170,2,0,0.0,164
13273660,Large BR available near Fort Tryon Park,Manhattan,Inwood,40.86059,-73.92986,Private room,50,7,0,0.0,0
18666583,Cozy sleeping nook in the heart of Brooklyn!,Brooklyn,Crown Heights,40.67404,-73.95616,Private room,50,7,0,0.0,0
15663653,"In-law unit - bedroom, living room, mini kitchen.",Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.94532,Entire home/apt,79,5,48,1.64,0
4885240,2BR Entire Floor Apt in Flatiron,Manhattan,Chelsea,40.73932,-73.99032,Entire home/apt,300,1,0,0.0,0
4199411,Greenwich Village Living!,Manhattan,East Village,40.73062,-73.99122,Entire home/apt,350,2,0,0.0,0
17712552,"Cozy, Private Guest Bedroom In A Great Location",Brooklyn,Crown Heights,40.67247,-73.94421,Private room,65,1,51,1.83,0
25372531,Budget 2 beds private room,Brooklyn,Bedford-Stuyvesant,40.68645,-73.92975,Private room,90,1,5,1.61,256
30013811,Alexander,Manhattan,Inwood,40.86414,-73.92537,Private room,50,3,1,0.16,0
14236734,1 room West Village,Manhattan,Greenwich Village,40.72854,-74.00275,Private room,100,1,0,0.0,0
6399305,"Spacious, unique apt - see reviews! Last minute ok",Manhattan,East Village,40.72361,-73.98775,Entire home/apt,275,1,35,0.7,0
9025602,Luxury 1-Bedroom Financial District Apartment!,Manhattan,Financial District,40.70726,-74.01429,Entire home/apt,229,30,0,0.0,184
36355110,PRIVATE ROOM IN STATEN ISLAND -FOR LADIES ONLY,Staten Island,Shore Acres,40.61283,-74.06625,Private room,54,4,0,0.0,89
34411728,Villa in Astoria,Queens,Astoria,40.7708,-73.93084,Private room,78,3,0,0.0,5
1887874,"Big, bright, Williamsburg bedroom",Brooklyn,Williamsburg,40.70711,-73.94457,Private room,40,7,0,0.0,331
28250130,Gorgeous 1 bedroom with 300 sqf patio and balcony,Manhattan,Lower East Side,40.72177,-73.98898,Entire home/apt,300,3,7,0.71,12
33430829,Artists Corner,Brooklyn,Bedford-Stuyvesant,40.68599,-73.93005,Entire home/apt,100,1,5,1.58,0
12625934,Private oasis in Hamilton Heights.,Manhattan,Harlem,40.82859,-73.9497,Private room,25,1,0,0.0,0
3167768,Family-friendly 3-bedroom condo,Brooklyn,Prospect Heights,40.67765,-73.96378,Entire home/apt,275,4,19,0.32,34
20553159,VERY SPACIOUS COZY ROOM IN HIP EAST VILLAGE AREA,Manhattan,East Village,40.72727,-73.98801,Private room,95,2,26,1.14,1
16353229,Luxurious Studio In heart of NYC!,Manhattan,Theater District,40.75527,-73.98507,Entire home/apt,145,2,5,0.16,0
19331686,Sunny + Magic Full Apartment in Bushwick,Brooklyn,Bushwick,40.70111,-73.92677,Entire home/apt,150,2,0,0.0,66
20620681,Private Duplex in East Village,Manhattan,East Village,40.72321,-73.98327,Private room,250,2,0,0.0,0
16066417,Brooklyn Getaway,Brooklyn,Bushwick,40.69369,-73.9291,Private room,55,3,0,0.0,0
35610163,Charming Modern Entire One Bedroom!,Queens,Elmhurst,40.74696,-73.87104,Entire home/apt,130,1,2,2.0,148
16012941,Cozy NYC apt!,Manhattan,Upper West Side,40.7953,-73.97248,Entire home/apt,250,2,2,0.07,0
10041589,Large Bright Room with Private Bathroom,Queens,Sunnyside,40.73839,-73.93,Private room,70,4,4,0.1,25
23253216,Artsy Queen Room in BUSHWICK: Jefferson L train,Queens,Ridgewood,40.70991,-73.91832,Private room,30,3,13,0.84,65
1897001,"GIANT! Perfect for families, in the center of NYC",Manhattan,Midtown,40.75463,-73.97062,Entire home/apt,399,5,33,0.49,36
5159567,Perfect One Bedroom in Greenpoint,Brooklyn,Greenpoint,40.72981,-73.95268,Entire home/apt,195,6,21,0.44,42
16916926,Clean! Quiet! Near train and park!,Brooklyn,Windsor Terrace,40.65998,-73.97811,Private room,70,3,0,0.0,0
19475058,Spacious Chinatown Loft,Manhattan,Chinatown,40.71585,-73.99171,Entire home/apt,250,2,15,0.63,0
19853343,1 bedroom in 3 bedroom apartment,Queens,Ridgewood,40.70373,-73.90873,Private room,45,1,3,0.13,0
10091829,Cozy Apartment Close to Everything!,Brooklyn,Crown Heights,40.67176,-73.95937,Private room,60,1,0,0.0,0
24441860,"East 12th street, Lux 1bd in Greenwich Village",Manhattan,East Village,40.73399,-73.99002,Entire home/apt,245,30,1,0.12,357
13044689,Chelsea 1 Bedroom Apartment in a doorman/elev bldg,Manhattan,Chelsea,40.74632,-74.00431,Entire home/apt,170,29,0,0.0,64
3783021,Entire Luxury Newly Renovated Studio,Manhattan,Upper West Side,40.79203,-73.97299,Entire home/apt,99,30,14,0.24,135
20086190,Fabulous and peaceful retreat in Brooklyn,Brooklyn,Bedford-Stuyvesant,40.68838,-73.95649,Entire home/apt,190,5,24,1.11,215
18721845,Home home sweet home,Queens,Woodside,40.74204,-73.90639,Private room,55,2,3,0.12,0
20552544,Clean and Cozy Brooklyn Room in Artsy Apartment,Brooklyn,Flatbush,40.65265,-73.96559,Private room,47,1,18,0.8,0
2093064,"Sunny Chelsea 1 B.R. Hi Line, Washer/Dryer, 3 Beds",Manhattan,Chelsea,40.74978,-73.99686,Entire home/apt,139,90,20,0.31,219
9682617,mid century modern apartment,Manhattan,Murray Hill,40.74695,-73.98062,Entire home/apt,300,2,13,0.3,0
30047100,Big brownstone apartment in prime Williamsburg,Brooklyn,Williamsburg,40.71323,-73.96319,Entire home/apt,90,7,1,0.16,0
36444527,Bright & Cheerful! Near Metro + Bars & Cafes,Manhattan,Harlem,40.81697,-73.94225,Private room,39,30,0,0.0,44
696593,Park Slope One bedroom with Balcony,Brooklyn,Park Slope,40.67406,-73.97697,Entire home/apt,150,5,1,0.02,27
3468942,Luxury Studio Central Park West,Manhattan,Upper West Side,40.79219,-73.96862,Entire home/apt,199,30,11,0.19,365
7116071,30 Minutes to Manhattan / Sleeps 7,Brooklyn,Bensonhurst,40.61112,-74.00028,Entire home/apt,145,2,207,4.26,287
33877113,Luxurious Rooms,Queens,Jamaica,40.68787,-73.77727,Private room,88,2,2,1.5,180
14117696,Charming and Quiet West Village Studio,Manhattan,West Village,40.73897,-74.0018,Entire home/apt,179,5,32,0.9,41
19505620,Brooklyn townhouse living,Brooklyn,Bedford-Stuyvesant,40.6881,-73.94682,Entire home/apt,120,28,37,1.56,70
1335550,nice room in bedstuy J,Brooklyn,Bedford-Stuyvesant,40.68243,-73.95167,Private room,55,1,75,1.04,285
1923153,Cozy Vintage Inspired East Village,Manhattan,East Village,40.72709,-73.98442,Entire home/apt,450,2,18,0.28,363
30036390,Luxury Living Condo,Brooklyn,Sheepshead Bay,40.58403,-73.95692,Entire home/apt,180,3,4,0.63,156
4280118,"Lovely, light-filled Bushwick flat",Brooklyn,Bushwick,40.70741,-73.92239,Private room,60,3,2,0.04,0
29329429,2-story Apt in the heart of The Upper West Side!,Manhattan,Upper West Side,40.78461,-73.97801,Entire home/apt,199,1,6,0.68,62
15827538,Williamsburg 2 BR Apartment! 1 stop to Manhattan,Brooklyn,Williamsburg,40.70944,-73.96161,Entire home/apt,209,2,23,0.72,11
3624952,Oasis in Queens: Private BR/ bath,Queens,Jackson Heights,40.75193,-73.89085,Private room,50,4,2,0.03,0
27029421,Modern Living in Soho/Noho/West Village,Manhattan,Greenwich Village,40.72674,-73.99673,Entire home/apt,200,3,6,0.55,21
25015496,"5min from JFK airport, Train, Casino,  Racetrack",Queens,South Ozone Park,40.66954,-73.80601,Entire home/apt,93,2,48,3.47,316
36109658,Comfy 2 bedroom apartment in Brooklyn,Brooklyn,Gravesend,40.60829,-73.97009,Entire home/apt,150,3,0,0.0,172
21244514,Luxurious Apt3 with  Manhattan views on roof deck,Brooklyn,Gowanus,40.67543,-73.98455,Entire home/apt,250,4,70,3.51,174
19786549,Dungeon heaven. SOHO loft-feel in Bklyn.❤️❤️❤️❤️❤️,Brooklyn,Bedford-Stuyvesant,40.68141,-73.93301,Entire home/apt,68,14,10,0.43,286
28681181,Clinton Hill/Bedstuy Brooklyn stylish and artsy,Brooklyn,Bedford-Stuyvesant,40.69394,-73.95183,Entire home/apt,100,2,27,2.79,255
34111540,Big Bedroom near Columbia University and 1 line,Manhattan,Upper West Side,40.80383,-73.96724,Private room,59,3,4,2.61,5
9679289,"Entire Large Basement, very quiet.",Brooklyn,Bushwick,40.70633,-73.92231,Private room,55,1,1,0.02,0
33780377,"""Sea Gate"" Sunny, cozy, very clean studio app",Brooklyn,Sea Gate,40.57453,-74.00828,Entire home/apt,125,10,1,1.0,180
16721040,Beautiful Fort Greene triplex with Yard,Brooklyn,Fort Greene,40.6864,-73.96882,Entire home/apt,550,3,1,0.42,15
17841354,Williamsburg Dream Home,Brooklyn,Williamsburg,40.71724,-73.94492,Entire home/apt,190,15,8,0.31,198
22871526,Comfy private room in trendy Clinton Hill Brooklyn,Brooklyn,Clinton Hill,40.69083,-73.9655,Private room,58,2,38,2.38,37
35944364,E Z Living In Harlem 2,Manhattan,Harlem,40.81615,-73.94359,Entire home/apt,225,3,0,0.0,170
11117439,Artist Private Studio,Manhattan,East Harlem,40.79014,-73.94698,Entire home/apt,120,3,33,0.86,0
26026530,Master bedroom in luxury apartment w. rooftop/gym,Brooklyn,Bushwick,40.70164,-73.9223,Private room,90,2,18,1.39,344
5013556,"Sunny, modern 1BR in Crown Heights",Brooklyn,Crown Heights,40.67279,-73.96033,Entire home/apt,148,7,56,1.05,44
6711306,Brownstone in Heart Of Park Slope!,Brooklyn,Park Slope,40.66866,-73.98214,Private room,100,14,0,0.0,0
9609049,Modern Apt in Williamsburg-roofdeck,Brooklyn,Greenpoint,40.71984,-73.95386,Entire home/apt,200,4,25,0.58,6
15644644,Queen bedroom with private bathroom in Brooklyn,Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,Private room,89,5,1,0.03,0
28054965,Crown Heights Gem Easy Access to ALL,Brooklyn,Crown Heights,40.66818,-73.95529,Entire home/apt,200,2,13,1.26,89
25487162,Upper East Side Room,Manhattan,Upper East Side,40.76897,-73.95375,Private room,54,4,0,0.0,0
2652865,Classic Upper West Side Getaway!,Manhattan,Upper West Side,40.79592,-73.97024,Entire home/apt,159,2,1,0.05,0
21649523,Crown Heights Apartment,Brooklyn,Crown Heights,40.67354,-73.95149,Private room,41,1,1,0.05,0
18076385,"2 Bedroom Apartament, UES, doormen in Manhattan",Manhattan,Upper East Side,40.77581,-73.956,Entire home/apt,510,7,0,0.0,207
35458699,Cute house close to manhattan,Brooklyn,East Flatbush,40.65926,-73.93468,Private room,60,2,1,1.0,343
33846501,Packaged for one and groups (QUEEN B),Brooklyn,East Flatbush,40.64683,-73.93003,Private room,90,2,6,2.25,360
24608893,Huge light filled bedroom in trendy Williamsburg,Brooklyn,Williamsburg,40.71747,-73.96045,Private room,89,4,4,0.29,128
29898560,Beautiful apartment in Cobble Hill (Brooklyn),Brooklyn,Carroll Gardens,40.68425,-73.99464,Entire home/apt,200,1,0,0.0,250
